file_path,releaseId,sbom_deps,graph_deps,dependencies_match
sbom/org/janusgraph/example-hbase/1.0.1-20240819-150450.7edf3ec/example-hbase-1.0.1-20240819-150450.7edf3ec-cyclonedx.xml,org.janusgraph:example-hbase:1.0.1-20240819-150450.7edf3ec,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240723-075948.c4e698a/example-hbase-1.0.1-20240723-075948.c4e698a-cyclonedx.json,org.janusgraph:example-hbase:1.0.1-20240723-075948.c4e698a,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240723-075948.c4e698a/example-hbase-1.0.1-20240723-075948.c4e698a-cyclonedx.xml,org.janusgraph:example-hbase:1.0.1-20240723-075948.c4e698a,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240512-132734.18975f4/example-hbase-1.0.1-20240512-132734.18975f4-cyclonedx.xml,org.janusgraph:example-hbase:1.0.1-20240512-132734.18975f4,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240512-132734.18975f4/example-hbase-1.0.1-20240512-132734.18975f4-cyclonedx.json,org.janusgraph:example-hbase:1.0.1-20240512-132734.18975f4,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240607-065637.a7cedd3/example-hbase-1.0.1-20240607-065637.a7cedd3-cyclonedx.json,org.janusgraph:example-hbase:1.0.1-20240607-065637.a7cedd3,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240607-065637.a7cedd3/example-hbase-1.0.1-20240607-065637.a7cedd3-cyclonedx.xml,org.janusgraph:example-hbase:1.0.1-20240607-065637.a7cedd3,6,6,True
sbom/org/janusgraph/example-hbase/1.1.0-20240426-154128.84d4b3b/example-hbase-1.1.0-20240426-154128.84d4b3b-cyclonedx.xml,org.janusgraph:example-hbase:1.1.0-20240426-154128.84d4b3b,6,6,True
sbom/org/janusgraph/example-hbase/1.1.0-20240426-154128.84d4b3b/example-hbase-1.1.0-20240426-154128.84d4b3b-cyclonedx.json,org.janusgraph:example-hbase:1.1.0-20240426-154128.84d4b3b,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240502-234138.72f7627/example-hbase-1.0.1-20240502-234138.72f7627-cyclonedx.xml,org.janusgraph:example-hbase:1.0.1-20240502-234138.72f7627,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240502-234138.72f7627/example-hbase-1.0.1-20240502-234138.72f7627-cyclonedx.json,org.janusgraph:example-hbase:1.0.1-20240502-234138.72f7627,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240806-071648.ba2d662/example-hbase-1.0.1-20240806-071648.ba2d662-cyclonedx.json,org.janusgraph:example-hbase:1.0.1-20240806-071648.ba2d662,6,6,True
